Book,Author,Units_Sold,Price_per_Unit,Age_Group,Gender,Country,Customer_Type,Total_Sales,Cost_per_Unit,Total_Cost,Profit,Profit_Margin (%)
Grokking Deep Learning - Trask,Andrew Trask,37,38.19,36-45,Female,Netherlands,Student,1413.03,17.424499392904693,644.7064775374736,768.3235224625264,54.374183312635004
Deep Learning with PyTorch - Stevens,Francois Chollet,4,62.14,26-35,Other,Germany,Professional,248.56,25.05270361352202,100.21081445408808,148.34918554591192,59.68345089552298
Neural Networks and Deep Learning - Nielsen,Andrew Trask,47,70.49,36-45,Female,France,Researcher,3313.0299999999997,30.129391307618565,1416.0813914580726,1896.9486085419271,57.25721193414872
Hands-On Machine Learning - Geron,Ian Goodfellow,4,77.37,36-45,Female,USA,Professional,309.48,43.87278294245518,175.49113176982073,133.9888682301793,43.29483915929278
Deep Learning - Goodfellow,Michael Nielsen,20,46.87,36-45,Other,Germany,Researcher,937.4,31.288628081048248,625.772561620965,311.62743837903497,33.2438060997477
Grokking Deep Learning - Trask,Ian Goodfellow,10,66.25,18-25,Female,Germany,Student,662.5,32.20739970696983,322.0739970696983,340.4260029303017,51.38505704608327
Deep Learning with PyTorch - Stevens,Aston Zhang,24,56.94,18-25,Male,Canada,Engineer,1366.56,28.374578112757657,680.9898747061837,685.5701252938162,50.16758322311616
Hands-On Machine Learning - Geron,Michael Nielsen,35,33.03,26-35,Male,France,Professional,1156.05,14.357535995549476,502.5137598442317,653.5362401557683,56.53183168165462
Deep Learning with PyTorch - Stevens,Ian Goodfellow,26,64.5,60+,Male,France,Professional,1677.0,33.320008797497444,866.3202287349335,810.6797712650665,48.34107163178692
Fundamentals of Deep Learning - Buduma,Michael Nielsen,37,64.5,60+,Male,India,Engineer,2386.5,26.520239983416523,981.2488793864113,1405.2511206135887,58.88334886292013
Grokking Deep Learning - Trask,Aston Zhang,38,76.53,60+,Female,Canada,Professional,2908.14,51.67919438547696,1963.8093866481245,944.3306133518754,32.471979112143
Hands-On Machine Learning - Geron,David Foster,21,54.87,26-35,Female,Netherlands,Researcher,1152.27,33.02808590147786,693.589803931035,458.68019606896496,39.80665955626416
Dive into Deep Learning - Zhang,Francois Chollet,40,41.51,60+,Other,Australia,Engineer,1660.3999999999999,28.94179492337375,1157.67179693495,502.7282030650499,30.277535718203442
Deep Learning from Scratch - Weidman,Francois Chollet,39,32.23,60+,Female,Netherlands,Researcher,1256.9699999999998,21.428017159938353,835.6926692375957,421.27733076240406,33.51530511964519
Deep Learning from Scratch - Weidman,Andrew Trask,21,50.78,36-45,Female,Netherlands,Researcher,1066.38,27.51753870439766,577.8683127923508,488.5116872076493,45.81028218905542
Hands-On Machine Learning - Geron,Aurelien Geron,10,45.1,18-25,Female,Canada,Student,451.0,25.0713384714646,250.713384714646,200.286615285354,44.409449065488694
Deep Learning with PyTorch - Stevens,Andrew Trask,38,68.05,18-25,Other,France,Researcher,2585.9,31.110609989648513,1182.2031796066435,1403.6968203933566,54.28271860448418
Grokking Deep Learning - Trask,Nithin Buduma,46,47.71,36-45,Male,Germany,Student,2194.66,25.69716911406256,1182.0697792468777,1012.5902207531221,46.13881971481333
Deep Learning from Scratch - Weidman,Ian Goodfellow,4,77.45,36-45,Female,Canada,Professional,309.8,51.96185264060548,207.8474105624219,101.9525894375781,32.909163795215655
Grokking Deep Learning - Trask,Michael Nielsen,45,78.12,36-45,Other,India,Professional,3515.4,32.43980083632911,1459.79103763481,2055.60896236519,58.47439729092536
Deep Learning from Scratch - Weidman,Aurelien Geron,20,61.05,18-25,Other,Canada,Student,1221.0,40.23604284691404,804.7208569382808,416.2791430617192,34.09329591005071
Fundamentals of Deep Learning - Buduma,Aston Zhang,17,76.43,60+,Other,India,Researcher,1299.3100000000002,38.3895921438634,652.6230664456779,646.6869335543223,49.77156595072171
Deep Learning with PyTorch - Stevens,Nithin Buduma,7,68.04,36-45,Male,Netherlands,Engineer,476.28000000000003,45.57685456114588,319.03798192802117,157.24201807197886,33.0146170471107
Fundamentals of Deep Learning - Buduma,Aston Zhang,4,57.34,26-35,Female,Australia,Engineer,229.36,39.12101614888622,156.48406459554488,72.87593540445513,31.773602809755463
Deep Learning from Scratch - Weidman,Francois Chollet,29,39.02,36-45,Other,Canada,Student,1131.5800000000002,23.461144367244312,680.373186650085,451.20681334991514,39.87405338994283
Dive into Deep Learning - Zhang,Francois Chollet,14,52.93,46-60,Male,India,Professional,741.02,31.722385307305128,444.1133943022718,296.9066056977282,40.06728640221967
Dive into Deep Learning - Zhang,Andrew Trask,3,58.04,36-45,Other,Canada,Professional,174.12,31.09935852818458,93.29807558455374,80.82192441544626,46.4173698687378
Fundamentals of Deep Learning - Buduma,Ian Goodfellow,24,73.2,18-25,Other,Australia,Engineer,1756.8000000000002,47.62846333097981,1143.0831199435156,613.7168800564846,34.933793263688784
Dive into Deep Learning - Zhang,Aurelien Geron,37,54.07,36-45,Other,Netherlands,Student,2000.59,37.226320554546284,1377.3738605182125,623.2161394817874,31.151617247001507
Deep Learning from Scratch - Weidman,Eli Stevens,16,74.88,46-60,Other,Canada,Engineer,1198.08,47.36343756281797,757.8150010050875,440.2649989949124,36.74754598982643
Hands-On Machine Learning - Geron,Nithin Buduma,4,63.72,26-35,Other,USA,Researcher,254.88,37.37694260249325,149.507770409973,105.37222959002699,41.34189798729872
Fundamentals of Deep Learning - Buduma,Nithin Buduma,24,36.85,60+,Male,India,Researcher,884.4000000000001,21.44809546330488,514.7542911193171,369.64570888068295,41.79621312535989
Deep Learning with Python - Chollet,Andrew Trask,34,79.75,36-45,Female,Australia,Student,2711.5,52.223567395389125,1775.6012914432304,935.8987085567696,34.515902952490116
Deep Learning with PyTorch - Stevens,Francois Chollet,30,56.36,46-60,Female,India,Student,1690.8,31.694673271661113,950.8401981498334,739.9598018501665,43.76388702686104
Dive into Deep Learning - Zhang,Andrew Trask,18,49.59,46-60,Female,India,Researcher,892.6200000000001,31.795023527723735,572.3104234990273,320.30957650097287,35.88420341253533
Dive into Deep Learning - Zhang,Michael Nielsen,19,62.96,26-35,Female,UK,Professional,1196.24,34.79582469973115,661.1206692948919,535.1193307051082,44.733442344772634
Deep Learning - Goodfellow,Aurelien Geron,31,35.44,18-25,Male,Australia,Student,1098.6399999999999,14.839907531522762,460.0371334772056,638.6028665227943,58.12667175078228
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,19,61.83,36-45,Male,Canada,Researcher,1174.77,31.853833068163176,605.2228282951004,569.5471717048996,48.481589732875335
Fundamentals of Deep Learning - Buduma,David Foster,49,54.91,46-60,Male,India,Researcher,2690.5899999999997,29.2852758957226,1434.9785188904073,1255.6114811095924,46.66677126985503
Generative Deep Learning - Foster,Seth Weidman,46,50.33,26-35,Other,France,Professional,2315.18,22.27027878205293,1024.4328239744348,1290.747176025565,55.751482650401485
Dive into Deep Learning - Zhang,Seth Weidman,19,77.65,60+,Other,UK,Professional,1475.3500000000001,33.44765198846272,635.5053877807916,839.8446122192086,56.925110124323616
Deep Learning with PyTorch - Stevens,Andrew Trask,22,56.13,46-60,Other,USA,Professional,1234.8600000000001,31.468694287273454,692.311274320016,542.5487256799842,43.93605151029138
Deep Learning with Python - Chollet,Michael Nielsen,24,40.96,26-35,Female,India,Professional,983.04,17.430245006001137,418.3258801440273,564.7141198559727,57.445690903317534
Dive into Deep Learning - Zhang,Aurelien Geron,45,52.95,18-25,Other,Netherlands,Engineer,2382.75,25.992283991933984,1169.6527796370292,1213.0972203629708,50.91164496329748
Deep Learning with Python - Chollet,Eli Stevens,12,75.97,18-25,Female,India,Professional,911.64,47.35810967917446,568.2973161500936,343.3426838499064,37.66209072110772
Deep Learning from Scratch - Weidman,Seth Weidman,30,38.8,46-60,Other,UK,Engineer,1164.0,26.745990570171294,802.3797171051389,361.62028289486113,31.06703461296058
Deep Learning from Scratch - Weidman,Aurelien Geron,38,40.7,46-60,Female,Canada,Student,1546.6000000000001,25.045199788539048,951.7175919644839,594.8824080355163,38.46388258344214
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,31,30.65,36-45,Other,France,Researcher,950.15,21.38719191802414,663.0029494587484,287.1470505412516,30.221233546413888
Hands-On Machine Learning - Geron,Aston Zhang,36,30.71,26-35,Other,Netherlands,Engineer,1105.56,18.717787729397134,673.8403582582969,431.7196417417031,39.049860861617915
Generative Deep Learning - Foster,Michael Nielsen,19,71.47,46-60,Male,USA,Student,1357.93,34.887247245299434,662.8576976606893,695.0723023393108,51.18616588037018
Deep Learning - Goodfellow,Francois Chollet,48,66.61,36-45,Other,Netherlands,Student,3197.2799999999997,40.073625916918644,1923.534044012095,1273.7459559879048,39.838423784839144
Neural Networks and Deep Learning - Nielsen,Aurelien Geron,45,47.75,36-45,Other,India,Engineer,2148.75,29.158395661445645,1312.127804765054,836.622195234946,38.93529704409289
Grokking Deep Learning - Trask,Ian Goodfellow,36,64.92,46-60,Male,Canada,Student,2337.12,33.20775475239019,1195.4791710860468,1141.640828913953,48.84819046150618
Deep Learning - Goodfellow,Eli Stevens,30,49.76,18-25,Female,Australia,Student,1492.8,20.168432361896958,605.0529708569087,887.7470291430913,59.46858448171833
Fundamentals of Deep Learning - Buduma,David Foster,49,77.64,26-35,Male,France,Engineer,3804.36,47.43492938699064,2324.3115399625412,1480.0484600374589,38.9040064567354
Deep Learning with PyTorch - Stevens,Francois Chollet,33,78.35,26-35,Male,Australia,Student,2585.5499999999997,31.850060739451603,1051.0520044019029,1534.4979955980968,59.34899714173375
Grokking Deep Learning - Trask,David Foster,18,49.64,18-25,Female,France,Professional,893.52,29.25565285847058,526.6017514524705,366.9182485475295,41.064357658197856
Grokking Deep Learning - Trask,Eli Stevens,49,72.71,46-60,Other,USA,Professional,3562.7899999999995,32.65296646894135,1599.9953569781262,1962.7946430218733,55.09150533772335
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,28,68.65,26-35,Female,Germany,Researcher,1922.2000000000003,39.10860465397095,1095.0409303111867,827.1590696888136,43.03189416755871
Hands-On Machine Learning - Geron,Seth Weidman,47,45.5,46-60,Other,France,Student,2138.5,25.07841279644519,1178.685401432924,959.814598567076,44.882609238582
Neural Networks and Deep Learning - Nielsen,David Foster,11,41.6,46-60,Other,Germany,Researcher,457.6,16.80865025598116,184.89515281579276,272.70484718420727,59.594590730814524
Fundamentals of Deep Learning - Buduma,Francois Chollet,45,52.91,36-45,Female,Australia,Professional,2380.95,26.923769113163274,1211.5696100923474,1169.3803899076524,49.114025490146894
Dive into Deep Learning - Zhang,Andrew Trask,33,69.07,18-25,Male,France,Professional,2279.31,40.08321007961879,1322.74593262742,956.56406737258,41.96726497811092
Dive into Deep Learning - Zhang,Nithin Buduma,17,78.01,46-60,Female,USA,Professional,1326.17,51.06393913408714,868.0869652794814,458.08303472051864,34.54180344303661
Hands-On Machine Learning - Geron,Aurelien Geron,6,68.18,60+,Other,UK,Student,409.08000000000004,45.44828579641213,272.68971477847276,136.39028522152728,33.340736584904484
Fundamentals of Deep Learning - Buduma,Seth Weidman,4,72.76,18-25,Female,USA,Student,291.04,39.665477145885205,158.66190858354082,132.3780914164592,45.484500899003294
Hands-On Machine Learning - Geron,David Foster,20,60.15,26-35,Female,USA,Professional,1203.0,37.204383783318356,744.0876756663671,458.9123243336329,38.14732538101687
Deep Learning with Python - Chollet,Aston Zhang,48,71.77,36-45,Other,UK,Researcher,3444.96,35.52158348734187,1705.0360073924098,1739.9239926075902,50.506362703996274
Dive into Deep Learning - Zhang,Aurelien Geron,47,69.22,26-35,Male,UK,Researcher,3253.34,34.79384290198428,1635.310616393261,1618.0293836067392,49.73440782724028
Grokking Deep Learning - Trask,Andrew Trask,27,48.85,26-35,Female,Canada,Engineer,1318.95,22.38986287361681,604.5262975876539,714.4237024123462,54.166094424530584
Generative Deep Learning - Foster,Eli Stevens,15,57.6,18-25,Other,France,Professional,864.0,32.750463340683176,491.25695011024766,372.74304988975234,43.14155670020281
Deep Learning with PyTorch - Stevens,Nithin Buduma,6,70.24,26-35,Other,Australia,Researcher,421.43999999999994,34.724495788341436,208.3469747300486,213.09302526995134,50.563075472179044
Fundamentals of Deep Learning - Buduma,Ian Goodfellow,47,32.3,46-60,Female,Canada,Professional,1518.1,13.737553986489113,645.6650373649883,872.4349626350116,57.46887310684485
Deep Learning - Goodfellow,Andrew Trask,14,70.4,26-35,Male,UK,Researcher,985.6000000000001,42.62732855032634,596.7825997045687,388.8174002954314,39.44981740010464
Hands-On Machine Learning - Geron,Andrew Trask,11,38.89,36-45,Female,Germany,Engineer,427.79,23.81335667313218,261.94692340445397,165.84307659554605,38.76740377183806
Deep Learning with PyTorch - Stevens,Eli Stevens,39,55.73,36-45,Male,Australia,Engineer,2173.47,28.31071324956707,1104.1178167331157,1069.3521832668841,49.20022743662826
Deep Learning - Goodfellow,Michael Nielsen,9,70.41,60+,Male,Germany,Professional,633.6899999999999,29.78462836670957,268.0616553003861,365.6283446996138,57.69829801631931
Deep Learning with PyTorch - Stevens,Eli Stevens,26,42.69,36-45,Male,USA,Researcher,1109.94,22.535594866785676,585.9254665364276,524.0145334635724,47.21106847789722
Generative Deep Learning - Foster,Michael Nielsen,16,42.29,26-35,Male,India,Student,676.64,22.527909956283086,360.4465593005294,316.1934406994706,46.72993625849353
Deep Learning - Goodfellow,Michael Nielsen,5,50.14,36-45,Female,USA,Engineer,250.7,30.114147450634107,150.57073725317053,100.12926274682945,39.93987345306321
Neural Networks and Deep Learning - Nielsen,Seth Weidman,10,74.73,18-25,Other,USA,Professional,747.3000000000001,36.96332007562843,369.6332007562843,377.6667992437158,50.53750826223949
Deep Learning from Scratch - Weidman,Seth Weidman,3,30.02,36-45,Other,India,Professional,90.06,18.155489113710434,54.466467341131306,35.593532658868696,39.52202160656084
Neural Networks and Deep Learning - Nielsen,Francois Chollet,13,75.07,46-60,Other,France,Researcher,975.9099999999999,49.654793448918134,645.5123148359357,330.3976851640641,33.85534374727835
Dive into Deep Learning - Zhang,David Foster,43,37.69,18-25,Other,UK,Professional,1620.6699999999998,17.761254680989392,763.7339512825439,856.936048717456,52.875418729134005
Deep Learning from Scratch - Weidman,David Foster,49,79.5,60+,Other,Germany,Engineer,3895.5,55.14723141345961,2702.214339259521,1193.2856607404792,30.632413316403007
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,30,77.74,46-60,Other,USA,Professional,2332.2,40.106877694304615,1203.2063308291386,1128.9936691708613,48.40895588589578
Deep Learning from Scratch - Weidman,David Foster,45,54.73,26-35,Female,India,Professional,2462.85,26.280120351429606,1182.6054158143322,1280.2445841856677,51.98223944558815
Deep Learning from Scratch - Weidman,Seth Weidman,6,55.64,26-35,Male,Canada,Student,333.84000000000003,29.291864658461773,175.75118795077063,158.0888120492294,47.35466452469129
Grokking Deep Learning - Trask,Francois Chollet,17,54.08,26-35,Other,USA,Student,919.36,23.16350464906421,393.7795790340915,525.5804209659085,57.16807572288424
Hands-On Machine Learning - Geron,Francois Chollet,45,61.77,46-60,Female,Germany,Engineer,2779.65,27.037456153576017,1216.6855269109208,1562.9644730890793,56.22882280463652
Hands-On Machine Learning - Geron,Michael Nielsen,19,34.54,46-60,Other,UK,Researcher,656.26,18.11036559468585,344.0969462990311,312.1630537009689,47.56697859095006
Grokking Deep Learning - Trask,Eli Stevens,42,31.63,46-60,Other,USA,Student,1328.46,19.886836068680118,835.247114884565,493.21288511543503,37.126664341827
Deep Learning with PyTorch - Stevens,Ian Goodfellow,35,32.89,18-25,Male,USA,Researcher,1151.15,22.0393808678815,771.3783303758526,379.77166962414753,32.99063281276528
Deep Learning with Python - Chollet,Michael Nielsen,46,52.22,18-25,Male,France,Engineer,2402.12,31.303038642561095,1439.9397775578104,962.1802224421895,40.05546027851188
Deep Learning with PyTorch - Stevens,Eli Stevens,26,43.78,26-35,Male,Netherlands,Student,1138.28,18.89395363849812,491.2427946009512,647.0372053990488,56.84341334285491
Deep Learning - Goodfellow,David Foster,5,61.1,36-45,Other,India,Researcher,305.5,36.75812224076921,183.79061120384605,121.70938879615395,39.839407134583944
Deep Learning - Goodfellow,Michael Nielsen,29,79.62,26-35,Other,Canada,Student,2308.98,47.02583131391119,1363.7491081034245,945.2308918965755,40.93716237891084
Deep Learning from Scratch - Weidman,Aurelien Geron,37,49.32,60+,Other,Canada,Engineer,1824.84,31.650082935068127,1171.0530685975207,653.7869314024792,35.82708245120006
Neural Networks and Deep Learning - Nielsen,David Foster,20,58.69,18-25,Male,Australia,Engineer,1173.8,38.00615327374495,760.123065474899,413.67693452510093,35.242540000434566
Neural Networks and Deep Learning - Nielsen,Eli Stevens,49,50.78,46-60,Female,UK,Student,2488.2200000000003,33.53820565641696,1643.3720771644312,844.8479228355691,33.953907726630646
Hands-On Machine Learning - Geron,Ian Goodfellow,21,72.36,18-25,Other,Australia,Researcher,1519.56,37.93396691848307,796.6133052881445,722.9466947118555,47.57605456262704
Fundamentals of Deep Learning - Buduma,Eli Stevens,10,75.11,46-60,Other,Germany,Professional,751.1,45.76897842046987,457.6897842046987,293.4102157953013,39.06406813943567
Deep Learning with PyTorch - Stevens,Michael Nielsen,5,73.87,60+,Other,UK,Professional,369.35,35.49269620407733,177.46348102038667,191.88651897961336,51.95248923233068
Dive into Deep Learning - Zhang,Michael Nielsen,36,78.72,60+,Female,USA,Student,2833.92,55.088325588090434,1983.1797211712556,850.7402788287445,30.01991160049488
Generative Deep Learning - Foster,Andrew Trask,6,31.38,18-25,Other,Netherlands,Researcher,188.28,14.20259654832176,85.21557928993056,103.06442071006944,54.7399727586942
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,26,71.99,46-60,Female,USA,Professional,1871.7399999999998,29.01444138057907,754.3754758950557,1117.364524104944,59.69656705017492
Generative Deep Learning - Foster,Aston Zhang,4,67.59,60+,Other,Canada,Engineer,270.36,30.053394304285057,120.21357721714023,150.1464227828598,55.53573856445472
Deep Learning from Scratch - Weidman,David Foster,39,41.43,26-35,Female,Germany,Researcher,1615.77,26.21531668674395,1022.3973507830141,593.3726492169859,36.7238313136762
Generative Deep Learning - Foster,Francois Chollet,39,77.82,26-35,Other,India,Professional,3034.9799999999996,41.558611711760705,1620.7858567586675,1414.194143241332,46.596489704753644
Dive into Deep Learning - Zhang,Ian Goodfellow,35,37.41,46-60,Male,Germany,Researcher,1309.35,19.98629528117643,699.5203348411751,609.8296651588248,46.57499256568716
Grokking Deep Learning - Trask,Francois Chollet,1,63.98,18-25,Male,USA,Student,63.98,43.92270991902637,43.92270991902637,20.05729008097363,31.349312411649937
Dive into Deep Learning - Zhang,Ian Goodfellow,24,41.24,60+,Male,India,Researcher,989.76,27.873723082123334,668.96935397096,320.79064602904,32.41095275915777
Generative Deep Learning - Foster,Ian Goodfellow,36,51.57,18-25,Male,Germany,Professional,1856.52,25.442493788565827,915.9297763883698,940.5902236116302,50.66415786587972
Dive into Deep Learning - Zhang,Eli Stevens,6,65.96,26-35,Other,Netherlands,Student,395.76,30.520842252315777,183.12505351389467,212.63494648610532,53.72825613657402
Deep Learning with Python - Chollet,Ian Goodfellow,41,58.17,60+,Male,Netherlands,Researcher,2384.9700000000003,38.074863045553684,1561.069384867701,823.9006151322992,34.54553370198783
Deep Learning from Scratch - Weidman,Andrew Trask,46,51.38,18-25,Female,Germany,Engineer,2363.48,34.51737796107781,1587.7993862095793,775.6806137904207,32.81942786866911
Deep Learning with PyTorch - Stevens,Aston Zhang,44,46.32,36-45,Male,India,Professional,2038.08,26.054030839207773,1146.377356925142,891.7026430748579,43.752092316045385
Grokking Deep Learning - Trask,Michael Nielsen,31,71.98,46-60,Male,USA,Student,2231.38,42.38377561786267,1313.8970441537426,917.4829558462575,41.11728866648699
Neural Networks and Deep Learning - Nielsen,Nithin Buduma,20,37.19,46-60,Male,Germany,Researcher,743.8,17.742392674311915,354.8478534862383,388.95214651376165,52.2925714592312
Deep Learning - Goodfellow,Francois Chollet,24,51.51,36-45,Other,India,Engineer,1236.24,32.97880393733214,791.4912944959713,444.74870550402875,35.97591936064427
Deep Learning with PyTorch - Stevens,Michael Nielsen,25,75.19,26-35,Male,France,Professional,1879.75,44.33478561852461,1108.3696404631153,771.3803595368847,41.03632714652931
Deep Learning - Goodfellow,Nithin Buduma,36,72.29,60+,Female,Netherlands,Engineer,2602.44,39.835697519519655,1434.0851107027077,1168.3548892972924,44.8945946610601
Deep Learning from Scratch - Weidman,Aston Zhang,21,50.05,46-60,Male,France,Researcher,1051.05,20.92252996951711,439.3731293598593,611.6768706401406,58.19674331764813
Grokking Deep Learning - Trask,Aston Zhang,30,68.16,36-45,Male,USA,Researcher,2044.8,45.993038113428064,1379.791143402842,665.008856597158,32.52195112466539
Hands-On Machine Learning - Geron,Francois Chollet,24,71.16,36-45,Male,India,Student,1707.84,41.6026569223663,998.4637661367913,709.3762338632087,41.53645738846781
Neural Networks and Deep Learning - Nielsen,Francois Chollet,44,74.44,26-35,Female,France,Engineer,3275.3599999999997,34.07917752668336,1499.4838111740678,1775.8761888259319,54.21926715921096
Deep Learning with Python - Chollet,Aston Zhang,42,57.23,26-35,Male,India,Student,2403.66,33.30304324248203,1398.7278161842455,1004.9321838157543,41.80841649050841
Hands-On Machine Learning - Geron,Nithin Buduma,30,40.22,18-25,Female,Germany,Professional,1206.6,24.26227283225952,727.8681849677856,478.7318150322143,39.67609937280079
Deep Learning from Scratch - Weidman,Ian Goodfellow,22,42.77,46-60,Female,USA,Student,940.94,23.854159189982465,524.7915021796142,416.14849782038584,44.22688989950324
Deep Learning with PyTorch - Stevens,David Foster,28,44.78,18-25,Male,France,Professional,1253.8400000000001,27.558978747701207,771.6514049356338,482.1885950643664,38.456947861319335
Deep Learning with Python - Chollet,Aurelien Geron,7,59.69,36-45,Female,Australia,Researcher,417.83,34.28809584555787,240.01667091890508,177.8133290810949,42.55638156214128
Dive into Deep Learning - Zhang,Michael Nielsen,35,31.64,60+,Other,Germany,Researcher,1107.4,21.65222887264915,757.8280105427202,349.57198945727987,31.566912539035563
Generative Deep Learning - Foster,Eli Stevens,28,61.8,60+,Male,Netherlands,Engineer,1730.3999999999999,25.71554383723115,720.0352274424722,1010.3647725575277,58.38908764202079
Deep Learning with Python - Chollet,Michael Nielsen,14,48.22,26-35,Male,Australia,Professional,675.0799999999999,20.82495041872066,291.5493058620892,383.5306941379107,56.81262874591319
Deep Learning from Scratch - Weidman,Eli Stevens,10,44.76,60+,Female,Australia,Researcher,447.59999999999997,20.236062741022877,202.36062741022877,245.2393725897712,54.789850891369795
Fundamentals of Deep Learning - Buduma,Nithin Buduma,16,73.97,60+,Female,UK,Engineer,1183.52,44.90358622778073,718.4573796444917,465.06262035550833,39.29486788187005
Generative Deep Learning - Foster,Eli Stevens,16,53.0,60+,Male,UK,Engineer,848.0,31.46497437672196,503.43959002755133,344.56040997244867,40.632123817505736
Deep Learning - Goodfellow,Francois Chollet,31,34.75,36-45,Other,USA,Student,1077.25,23.199713617686058,719.1911221482678,358.0588778517322,33.23823419370918
Neural Networks and Deep Learning - Nielsen,David Foster,42,71.34,60+,Female,France,Engineer,2996.28,44.22104324662119,1857.28381635809,1138.9961836419102,38.013676413483054
Deep Learning - Goodfellow,David Foster,25,32.38,60+,Female,France,Researcher,809.5000000000001,17.89016520620245,447.25413015506126,362.24586984493885,44.74933537306224
Deep Learning with Python - Chollet,Francois Chollet,13,66.34,60+,Other,France,Student,862.4200000000001,46.27543633361117,601.5806723369452,260.83932766305486,30.245046226091098
Deep Learning - Goodfellow,Andrew Trask,6,68.7,18-25,Other,India,Professional,412.20000000000005,32.96448497664926,197.78690985989556,214.4130901401045,52.01676131492102
Deep Learning from Scratch - Weidman,Nithin Buduma,44,47.63,36-45,Male,Germany,Professional,2095.7200000000003,30.957475626674352,1362.1289275736715,733.5910724263288,35.00425020643639
Dive into Deep Learning - Zhang,Andrew Trask,9,71.24,26-35,Other,France,Researcher,641.16,37.61736383452844,338.55627451075594,302.603725489244,47.196288834182425
Deep Learning with PyTorch - Stevens,Andrew Trask,45,55.78,18-25,Male,Germany,Researcher,2510.1,33.16793381394654,1492.5570216275944,1017.5429783724055,40.53794583372796
Neural Networks and Deep Learning - Nielsen,Michael Nielsen,36,53.16,46-60,Other,USA,Student,1913.7599999999998,32.86247756677541,1183.0491924039147,730.710807596085,38.18194588642699
Deep Learning - Goodfellow,Aston Zhang,43,32.27,36-45,Female,Australia,Student,1387.6100000000001,19.043373318089646,818.8650526778548,568.7449473221453,40.987377384289914
Deep Learning - Goodfellow,Michael Nielsen,20,44.5,36-45,Male,France,Researcher,890.0,19.67577249649972,393.5154499299944,496.4845500700056,55.784780906742206
Deep Learning with Python - Chollet,Aston Zhang,18,76.55,46-60,Male,USA,Researcher,1377.8999999999999,40.79236996182627,734.2626593128728,643.6373406871271,46.71146967756203
Deep Learning with PyTorch - Stevens,Aurelien Geron,43,49.59,46-60,Male,France,Professional,2132.3700000000003,28.18851874851109,1212.1063061859768,920.2636938140236,43.15684866200628
Hands-On Machine Learning - Geron,Eli Stevens,21,57.34,46-60,Other,UK,Professional,1204.14,37.54125074539022,788.3662656531947,415.77373434680544,34.5286872246421
Deep Learning - Goodfellow,Aston Zhang,4,56.6,26-35,Female,Canada,Professional,226.4,30.17310481459976,120.69241925839904,105.70758074160096,46.690627536042825
Deep Learning from Scratch - Weidman,Francois Chollet,33,59.52,60+,Male,USA,Researcher,1964.16,40.21315187458471,1327.0340118612955,637.1259881387045,32.43758085587246
Fundamentals of Deep Learning - Buduma,Michael Nielsen,27,33.07,36-45,Male,France,Engineer,892.89,17.596952666633115,475.1177219990941,417.7722780009059,46.78877330924368
Neural Networks and Deep Learning - Nielsen,Nithin Buduma,7,48.11,60+,Male,Netherlands,Researcher,336.77,27.164539708743046,190.15177796120133,146.61822203879865,43.536604222109645
Deep Learning - Goodfellow,Eli Stevens,6,66.16,60+,Male,Canada,Researcher,396.96,42.26867823504871,253.61206941029226,143.34793058970772,36.11142951171597
Deep Learning from Scratch - Weidman,Aurelien Geron,15,40.03,46-60,Female,USA,Professional,600.45,23.014059822225523,345.21089733338283,255.2391026666172,42.5079694673357
Deep Learning from Scratch - Weidman,Aston Zhang,18,40.18,26-35,Other,Netherlands,Researcher,723.24,27.646468644502566,497.6364356010462,225.60356439895384,31.19345782851527
Neural Networks and Deep Learning - Nielsen,Aurelien Geron,32,30.5,18-25,Female,Netherlands,Student,976.0,18.242072849204266,583.7463311745365,392.2536688254635,40.18992508457618
Hands-On Machine Learning - Geron,Nithin Buduma,11,51.87,26-35,Male,India,Researcher,570.5699999999999,28.881881814745938,317.7006999622053,252.86930003779463,44.31871637797197
Deep Learning from Scratch - Weidman,Andrew Trask,20,74.14,60+,Female,Netherlands,Researcher,1482.8,30.180732547380465,603.6146509476093,879.1853490523906,59.29224096657612
Fundamentals of Deep Learning - Buduma,David Foster,24,32.6,26-35,Male,France,Researcher,782.4000000000001,17.086307738335627,410.07138572005505,372.32861427994504,47.58801307259011
Deep Learning from Scratch - Weidman,Nithin Buduma,15,39.56,46-60,Other,India,Researcher,593.4000000000001,19.375480239779584,290.6322035966938,302.7677964033063,51.02254742219519
Deep Learning from Scratch - Weidman,Seth Weidman,48,45.5,18-25,Other,UK,Engineer,2184.0,28.411642366664225,1363.7588335998828,820.2411664001172,37.556829963375336
Deep Learning from Scratch - Weidman,Nithin Buduma,7,66.59,46-60,Other,France,Researcher,466.13,30.796763116542387,215.5773418157967,250.5526581842033,53.75166974539363
Dive into Deep Learning - Zhang,Aurelien Geron,21,62.03,18-25,Male,Australia,Student,1302.63,28.630940604455386,601.2497526935631,701.380247306437,53.84339738117785
Dive into Deep Learning - Zhang,Francois Chollet,42,50.8,60+,Female,Netherlands,Student,2133.6,23.20827021893762,974.74734919538,1158.8526508046198,54.31442870287869
